,filenames,page_num,sent_num,text,confidence_rating
221,data/raw/IPCC_AR6_WGII_FullReport.pdf,20,25,"Jointly, sudden losses of food production and access to food compounded by decreased diet diversity have increased malnutrition in many communities (high confidence), especially for Indigenous Peoples, small-scale food producers and low-income households (high confidence), with children, elderly people and pregnant women particularly impacted ",high
222,data/raw/IPCC_AR6_WGII_FullReport.pdf,20,26,Roughly half of the world’s population currently experience severe water scarcity for at least some part of the year due to climatic and non-climatic drivers ,medium
223,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,1,"Climate change impacts on health are mediated through natural and human systems, including economic and social conditions and disruptions ",high
224,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,4,The incidence of vector-borne diseases has increased from range expansion and/or increased reproduction of disease vectors ,high
225,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,5,"Animal and human diseases, including zoonoses, are emerging in new areas ",high
226,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,8,"Although diarrheal diseases have decreased globally, higher temperatures, increased rain and flooding have increased the occurrence of diarrheal diseases, including cholera (very high confidence) and other gastrointestinal infections ",high
227,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,9,"In assessed regions, some mental health challenges are associated with increasing temperatures (high confidence), trauma from weather and climate extreme events (very high confidence), and loss of livelihoods and culture ",high
228,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,10,"Increased exposure to wildfire smoke, atmospheric dust, and aeroallergens have been associated with climate-sensitive cardiovascular and respiratory distress ",high
229,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,11,Health services have been disrupted by extreme events such as floods ,high
230,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,13,"Multiple climate and non-climate hazards impact cities, settlements and infrastructure and sometimes coincide, magnifying damage ",high
231,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,14,"Hot extremes including heatwaves have intensified in cities (high confidence), where they have also aggravated air pollution events (medium confidence) and limited functioning of key infrastructure ",high
232,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,15,"Observed impacts are concentrated amongst the economically and socially marginalized urban residents, e.g., in informal settlements ",high
233,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,16,"Infrastructure, including transportation, water, sanitation and energy systems have been compromised by extreme and slow-onset events, with resulting economic losses, disruptions of services and impacts to well-being ",high
234,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,18,Some positive economic effects have been identified in regions that have benefited from lower energy demand as well as comparative advantages in agricultural markets and tourism ,high
235,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,19,"Economic damages from climate change have been detected in climate-exposed sectors, with regional effects to agriculture, forestry, fishery, energy, and tourism (high confidence), and through outdoor labour productivity ",high
236,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,20,"Some extreme weather events, such as tropical cyclones, have reduced economic growth in the short-term ",high
237,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,21,"Non-climatic factors including some patterns of settlement, and siting of infrastructure have contributed to the exposure of more assets to extreme climate hazards increasing the magnitude of the losses ",high
238,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,22,"Individual livelihoods have been affected through changes in agricultural productivity, impacts on human health and food security, destruction of homes and infrastructure, and loss of property and income, with adverse effects on gender and social equity ",high
239,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,24,"Climate and weather extremes are increasingly driving displacement in all regions (high confidence), with Small Island States disproportionately affected ",high
240,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,25,Flood and drought-related acute food insecurity and malnutrition have increased in Africa (high confidence) and Central and South America ,high
241,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,26,"While non-climatic factors are the dominant drivers of existing intrastate violent conflicts, in some assessed regions extreme weather and climate events have had a small, adverse impact on their length, severity or frequency, but the statistical association is weak ",medium
242,data/raw/IPCC_AR6_WGII_FullReport.pdf,22,27,"Through displacement and involuntary migration from extreme weather and climate events, climate change has generated and perpetuated vulnerability ",medium
243,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,3,Approximately 3.3 to 3.6 billion people live in contexts that are highly vulnerable to climate change ,high
244,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,4,A high proportion of species is vulnerable to climate change ,high
245,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,5,Human and ecosystem vulnerability are interdependent ,high
246,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,6,Current unsustainable development patterns are increasing exposure of ecosystems and people to climate hazards ,high
247,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,8,"Unsustainable land-use and land cover change, unsustainable use of natural resources, deforestation, loss of biodiversity, pollution, and their interactions, adversely affect the capacities of ecosystems, societies, communities and individuals to adapt to climate change ",high
248,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,9,"Loss of ecosystems and their services has cascading and long-term impacts on people globally, especially for Indigenous Peoples and local communities who are directly dependent on ecosystems, to meet basic needs ",high
249,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,11,"Globally, and even within protected areas, unsustainable use of natural resources, habitat fragmentation, and ecosystem damage by pollutants increase ecosystem vulnerability to climate change ",high
250,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,13,"In most protected areas, there is insufficient stewardship to contribute to reducing damage from, or increasing resilience to, climate change ",high
251,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,15,"Projected climate change, combined with non-climatic drivers, will cause loss and degradation of much of the world’s forests ",high
252,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,16,"While agricultural development contributes to food security, unsustainable agricultural expansion, driven in part by unbalanced diets32, increases ecosystem and human vulnerability and leads to competition for land and/or water resources ",high
253,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,18,"Global hotspots of high human vulnerability are found particularly in West-, Central- and East Africa, South Asia, Central and South America, Small Island Developing States and the Arctic ",high
254,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,19,"Vulnerability is higher in locations with poverty, governance challenges and limited access to basic services and resources, violent conflict and high levels of climate-sensitive livelihoods (e.g., smallholder farmers, pastoralists, fishing communities) ",high
255,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,20,"Between 2010–2020, human mortality from floods, droughts and storms was 15 times higher in highly vulnerable regions, compared to regions with very low vulnerability ",high
256,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,21,"Vulnerability at different spatial levels is exacerbated by inequity and marginalization linked to gender, ethnicity, low income or combinations thereof (high confidence), especially for many Indigenous Peoples and local communities ",high
257,data/raw/IPCC_AR6_WGII_FullReport.pdf,23,22,"Present development challenges causing high vulnerability are influenced by historical and ongoing patterns of inequity such as colonialism, especially for many Indigenous Peoples and local communities ",high
258,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,1,"In rural areas vulnerability will be heightened by compounding processes including high emigration, reduced habitability and high reliance on climate-sensitive livelihoods ",high
259,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,2,"Key infrastructure systems including sanitation, water, health, transport, communications and energy will be increasingly vulnerable if design standards do not account for changing climate conditions ",high
260,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,3,"Vulnerability will also rapidly rise in low-lying Small Island Developing States and atolls in the context of sea level rise and in some mountain regions, already characterised by high vulnerability due to high dependence on climate-sensitive livelihoods, rising population displacement, the accelerating loss of ecosystem services and limited adaptive capacities ",high
261,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,4,"Future exposure to climatic hazards is also increasing globally due to socioeconomic development trends including migration, growing inequality and urbanization ",high
262,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,6,"The level of risk will depend on concurrent near- term trends in vulnerability, exposure, level of socioeconomic development and adaptation ",high
263,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,9,"Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence), kelp and seagrass ecosystems (high to very high confidence), and high to very high in Arctic sea-ice and terrestrial ecosystems ",high
264,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,10,Continued and accelerating sea level rise will encroach on coastal settlements and infrastructure (high confidence) and commit low-lying coastal ecosystems to submergence and loss ,medium
265,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,11,"If trends in urbanisation in exposed areas continue, this will exacerbate the impacts, with more challenges where energy, water and other services are constrained ",medium
266,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,12,The number of people at risk from climate change and associated loss of biodiversity will progressively increase ,medium
267,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,13,"Violent conflict and, separately, migration patterns, in the near-term will be driven by socioeconomic conditions and governance more than by climate change ",medium
268,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,15,"Regional differences exist, and risks are highest where species and people exist close to their upper thermal limits, along coastlines, in close association with ice or seasonal rivers ",high
269,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,16,Risks are also high where multiple non-climate drivers persist or where vulnerability is otherwise elevated ,high
270,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,17,"Many of these risks are unavoidable in the near-term, irrespective of emissions scenario ",high
271,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,18,Several risks can be moderated with adaptation ,high
272,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,20,Between 1.2°C and 4.5°C global warming level very high risks emerge in all five RFCs compared to just two RFCs in AR5 ,high
273,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,21,Two of these transitions from high to very high risk are associated with near-term warming: risks to unique and threatened systems at a median value of 1.5 [1.2 to 2.0] °C (high confidence) and risks associated with extreme weather events at a median value of 2.0 [1.8 to 2.5] °C ,medium
274,data/raw/IPCC_AR6_WGII_FullReport.pdf,24,22,"Some key risks contributing to the RFCs are projected to lead to widespread, pervasive, and potentially irreversible impacts at global warming levels of 1.5–2°C if exposure and vulnerability are high and adaptation is low ",medium
275,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,2,"For 127 identified key risks, assessed mid- and long-term impacts are up to multiple times higher than currently observed ",high
276,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,6,"In ocean and coastal ecosystems, risk of biodiversity loss ranges between moderate and very high by 1.5°C global warming level and is moderate to very high by 2°C but with more ecosystems at high and very high risk ",high
277,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,7,Very high extinction risk for endemic species in biodiversity hotspots is projected to at least double from 2% between 1.5°C and 2°C global warming levels and to increase at least tenfold if warming rises from 1.5°C to 3°C ,medium
278,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,9,"At approximately 2°C global warming, snowmelt water availability for irrigation is projected to decline in some snowmelt dependent river basins by up to 20%, and global glacier mass loss of 18 ± 13% is projected to diminish water availability for agriculture, hydropower, and human settlements in the mid- to long-term, with these changes projected to double with 4°C global warming ",medium
279,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,10,"In Small Islands, groundwater availability is threatened by climate change ",high
280,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,11,"Changes to streamflow magnitude, timing and associated extremes are projected to adversely impact freshwater ecosystems in many watersheds by the mid- to long-term across all assessed scenarios ",medium
281,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,12,Projected increases in direct flood damages are higher by 1.4 to 2 times at 2°C and 2.5 to 3.9 times at 3°C compared to 1.5°C global warming without adaptation ,medium
282,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,13,"At global warming of 4°C, approximately 10% of the global land area is projected to face increases in both extreme high and low river flows in the same location, with implications for planning for all water use sectors ",medium
283,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,14,"Challenges for water management will be exacerbated in the near, mid and long term, depending on the magnitude, rate and regional details of future climate change and will be particularly challenging for regions with constrained resources for water management ",high
284,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,16,"Increases in frequency, intensity and severity of droughts, floods and heatwaves, and continued sea level rise will increase risks to food security (high confidence) in vulnerable regions from moderate to high between 1.5°C and 2°C global warming level, with no or low levels of adaptation ",medium
285,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,17,"At 2°C or higher global warming level in the mid-term, food security risks due to climate change will be more severe, leading to malnutrition and micro-nutrient deficiencies, concentrated in Sub-Saharan Africa, South Asia, Central and South America and Small Islands ",high
286,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,18,"Global warming will progressively weaken soil health and ecosystem services such as pollination, increase pressure from pests and diseases, and reduce marine animal biomass, undermining food productivity in many regions on land and in the ocean ",medium
287,data/raw/IPCC_AR6_WGII_FullReport.pdf,25,19,"At 3°C or higher global warming level in the long term, areas exposed to climate-related hazards will expand substantially compared with 2°C or lower global warming level (high confidence), exacerbating regional disparity in food security risks ",high
288,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,2,"Climate-sensitive food-borne, water-borne, and vector-borne disease risks are projected to increase under all levels of warming without additional adaptation ",high
289,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,3,"In particular, dengue risk will increase with longer seasons and a wider geographic distribution in Asia, Europe, Central and South America and sub-Saharan Africa, potentially putting additional billions of people at risk by the end of the century ",high
290,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,6,"Globally, population change in low-lying cities and settlements will lead to approximately a billion people projected to be at risk from coastal-specific climate hazards in the mid-term under all scenarios, including in Small Islands ",high
291,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,7,The population potentially exposed to a 100-year coastal flood is projected to increase by about 20% if global mean sea level rises by 0.15 m relative to 2020 levels; this exposed population doubles at a 0.75 m rise in mean sea level and triples at 1.4 m without population change and additional adaptation ,medium
292,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,8,Sea level rise poses an existential threat for some Small Islands and some low-lying coasts ,medium
293,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,9,"By 2100 the value of global assets within the future 1-in-100 year coastal floodplains is projected to be between US$7.9 and US$12.7 trillion (2011 value) under RCP4.5, rising to between US$8.8 and US$14.2 trillion under RCP8.5 ",medium
294,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,10,"Costs for maintenance and reconstruction of urban infrastructure, including building, transportation, and energy will increase with global warming level (medium confidence), the associated functional disruptions are projected to be substantial particularly for cities, settlements and infrastructure located on permafrost in cold regions and on coasts ",high
295,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,12,The existence of higher estimates than assessed in AR5 indicates that global aggregate economic impacts could be higher than previous estimates (low confidence).36 Significant regional variation in aggregate economic damages from climate change is projected (high confidence) with estimated economic damages per capita for developing countries often higher as a fraction of income ,high
296,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,13,"Economic damages, including both those represented and those not represented in economic markets, are projected to be lower at 1.5°C than at 3°C or higher global warming levels ",high
297,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,15,"At progressive levels of warming, involuntary migration from regions with high exposure and low adaptive capacity would occur ",medium
298,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,16,Compared to other socioeconomic factors the influence of climate on conflict is assessed as relatively weak ,high
299,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,17,"Along long-term socioeconomic pathways that reduce non-climatic drivers, risk of violent conflict would decline ",medium
300,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,18,"At higher global warming levels, impacts of weather and climate extremes, particularly drought, by increasing vulnerability will increasingly affect violent intrastate conflict ",medium
301,data/raw/IPCC_AR6_WGII_FullReport.pdf,26,20,There is evidence that some regions could benefit from low levels of warming ,high
302,data/raw/IPCC_AR6_WGII_FullReport.pdf,29,4,"Multiple risks interact, generating new sources of vulnerability to climate hazards, and compounding overall risk ",high
303,data/raw/IPCC_AR6_WGII_FullReport.pdf,29,5,Increasing concurrence of heat and drought events are causing crop production losses and tree mortality ,high
304,data/raw/IPCC_AR6_WGII_FullReport.pdf,29,6,"Above 1.5°C global warming increasing concurrent climate extremes will increase risk of simultaneous crop losses of maize in major food-producing regions, with this risk increasing further with higher global warming levels ",medium
305,data/raw/IPCC_AR6_WGII_FullReport.pdf,29,7,Future sea level rise combined with storm surge and heavy rainfall will increase compound flood risks ,high
306,data/raw/IPCC_AR6_WGII_FullReport.pdf,29,8,"Risks to health and food production will be made more severe from the interaction of sudden food production losses from heat and drought, exacerbated by heat-induced labour productivity losses ",high
307,data/raw/IPCC_AR6_WGII_FullReport.pdf,29,9,"These interacting impacts will increase food prices, reduce household incomes, and lead to health risks of malnutrition and climate-related mortality with no or low levels of adaptation, especially in tropical regions ",high
308,data/raw/IPCC_AR6_WGII_FullReport.pdf,29,10,"Risks to food safety from climate change will further compound the risks to health by increasing food contamination of crops from mycotoxins and contamination of seafood from harmful algal blooms, mycotoxins, and chemical contaminants ",high
309,data/raw/IPCC_AR6_WGII_FullReport.pdf,29,12,"These hazards and cascading risks also trigger tipping points in sensitive ecosystems and in significantly and rapidly changing social-ecological systems impacted by ice melt, permafrost thaw and changing hydrology in polar regions ",high
310,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,1,"In Amazonia, and in some mountain regions, cascading impacts from climatic (e.g., heat) and non-climatic stressors (e.g., land use change) will result in irreversible and severe losses of ecosystem services and biodiversity at 2°C global warming level and beyond ",medium
311,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,2,"Unavoidable sea level rise will bring cascading and compounding impacts resulting in losses of coastal ecosystems and ecosystem services, groundwater salinisation, flooding and damages to coastal infrastructure that cascade into risks to livelihoods, settlements, health, well-being, food and water security, and cultural values in the near to long-term ",high
312,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,5,"Climate change causes the redistribution of marine fish stocks, increasing risk of transboundary management conflicts among fisheries users, and negatively affecting equitable distribution of food provisioning services as fish stocks shift from lower to higher latitude regions, thereby increasing the need for climate-informed transboundary management and cooperation ",high
313,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,6,"Precipitation and water availability changes increases the risk of planned infrastructure projects, such as hydropower in some regions, having reduced productivity for food and energy sectors including across countries that share river basins ",medium
314,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,8,"Deployment of afforestation of naturally unforested land, or poorly implemented bioenergy, with or without carbon capture and storage, can compound climate-related risks to biodiversity, water and food security, and livelihoods, especially if implemented at large scales, especially in regions with insecure land tenure ",high
315,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,10,"Solar radiation modification approaches have potential to offset warming and ameliorate some climate hazards, but substantial residual climate change or overcompensating change would occur at regional scales and seasonal timescales ",high
316,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,12,Solar radiation modification would not stop atmospheric CO 2 concentrations from increasing or reduce resulting ocean acidification under continued anthropogenic emissions ,high
317,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,15,"Depending on the mag- nitude and duration of overshoot, some impacts will cause release of additional greenhouse gases (medium confidence) and some will be irreversible, even if global warming is reduced ",high
318,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,17,"Additional warming, e.g., above 1.5°C during an overshoot period this century, will result in irreversible impacts on certain ecosystems with low resilience, such as polar, mountain, and coastal ecosystems, impacted by ice-sheet, glacier melt, or by accelerating and higher committed sea level rise (high confidence).38 Risks to human systems will increase, including those to infrastructure, low-lying coastal settlements, some ecosystem-based adaptation measures, and associated livelihoods (high confidence), cultural and spiritual values ",medium
319,data/raw/IPCC_AR6_WGII_FullReport.pdf,30,18,Projected impacts are less severe with shorter duration and lower levels of overshoot ,medium
320,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,1,"In high-carbon ecosystems (currently storing 3,000 to 4,000 GtC)39 such impacts are already observed and are projected to increase with every additional increment of global warming, such as increased wildfires, mass mortality of trees, drying of peatlands, and thawing of permafrost, weakening natural land carbon sinks and increasing releases of greenhouse gases ",medium
321,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,2,The resulting contribution to a potential amplification of global warming indicates that a return to a given global warming level or below would be more challenging ,medium
322,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,9,"However, adaptation progress is unevenly distributed with observed adaptation gaps40 ",high
323,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,10,Many initiatives prioritize immediate and near-term climate risk reduction which reduces the opportunity for transformational adaptation ,high
324,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,12,Growing public and political awareness of climate impacts and risks has resulted in at least 170 countries and many cities including adaptation in their climate policies and planning processes ,high
325,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,14,Pilot projects and local experiments are being implemented in different sectors ,high
326,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,17,"Most observed adaptation is fragmented, small in scale, incremental, sector-specific, designed to respond to current impacts or near-term risks, and focused more on planning rather than implementation ",high
327,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,18,"Observed adaptation is unequally distributed across regions (high confidence), and gaps are partially driven by widening disparities between the estimated costs of adaptation and documented finance allocated to adaptation ",high
328,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,19,The largest adaptation gaps exist among lower income population groups ,high
329,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,20,At current rates of adaptation planning and implementation the adaptation gap will continue to grow ,high
330,data/raw/IPCC_AR6_WGII_FullReport.pdf,31,21,"As adaptation options often have long implementation times, long-term planning and accelerated implementation, particularly in the next decade, is important to close adaptation gaps, recognising that constraints remain for some regions ",high
331,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,7,"The effec- tiveness of adaptation to reduce climate risk is documented for specific contexts, sectors and regions (high confidence) and will decrease with increasing warming ",high
332,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,8,"Integrated, multi-sectoral solutions that address social in- equities, differentiate responses based on climate risk and cut across systems, increase the feasibility and effectiveness of adaptation in multiple sectors ",high
333,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,10,"For inland flooding, combinations of non-structural measures like early warning systems and structural measures like levees have reduced loss of lives ",medium
334,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,11,"Enhancing natural water retention such as by restoring wetlands and rivers, land use planning such as no build zones or upstream forest management, can further reduce flood risk ",medium
335,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,12,"On-farm water management, water storage, soil moisture conservation and irrigation are some of the most common adaptation responses and provide economic, institutional or ecological benefits and reduce vulnerability ",high
336,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,13,"Irrigation is effective in reducing drought risk and climate impacts in many regions and has several livelihood benefits, but needs appropriate management to avoid potential adverse outcomes, which can include accelerated depletion of groundwater and other water sources and increased soil salinization ",medium
337,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,14,"Large scale irrigation can also alter local to regional temperature and precipitation patterns (high confidence), including both alleviating and exacerbating temperature extremes ",medium
338,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,15,The effectiveness of most water-related adaptation options to reduce projected risks declines with increasing warming ,high
339,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,17,"Effective options include cultivar improvements, agroforestry, community-based adaptation, farm and landscape diversification, and urban agriculture ",high
340,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,19,"Agroecological principles and practices, ecosystem-based management in fisheries and aquaculture, and other approaches that work with natural processes support food security, nutrition, health and well-being, livelihoods and biodiversity, sustainability and ecosystem services ",high
341,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,20,"These services include pest control, pollination, buffering of temperature extremes, and carbon sequestration and storage ",high
342,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,21,"Trade-offs and barriers associated with such approaches include costs of establishment, access to inputs and viable markets, new knowledge and management (high confidence) and their potential effectiveness varies by socioeconomic context, ecosystem zone, species combinations and institutional support ",medium
343,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,22,"Integrated, multi-sectoral solutions that address social inequities and differentiate responses based on climate risk and local situation will enhance food security and nutrition ",high
344,data/raw/IPCC_AR6_WGII_FullReport.pdf,32,23,"Adaptation strategies which reduce food loss and waste or support balanced diets33 (as described in the IPCC Special Report on Climate Change and Land) contribute to nutrition, health, biodiversity and other environmental benefits ",high
345,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,1,"The resilience of species, biological communities and ecosystem processes increases with size of natural area, by restoration of degraded areas and by reducing non-climatic stressors ",high
346,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,2,"To be effective, conservation and restoration actions will increasingly need to be responsive, as appropriate, to ongoing changes at various scales, and plan for future changes in ecosystem structure, community composition and species’ distributions, especially as 1.5°C global warming is approached and even more so if it is exceeded ",high
347,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,3,"Adaptation options, where circumstances allow, include facilitating the movement of species to new ecologically appropriate locations, particularly through increasing connectivity between conserved or protected areas, targeted intensive management for vulnerable species and protecting refugial areas where species can survive locally ",medium
348,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,5,"Ecosystem-based Adaptation is vulnerable to climate change impacts, with effectiveness declining with increasing global warming ",high
349,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,7,"Natural river systems, wetlands and upstream forest ecosystems reduce flood risk by storing water and slowing water flow, in most circumstances ",high
350,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,10,"The urgent provision of basic services, infrastructure, livelihood diversification and employment, strengthening of local and regional food systems and community-based adaptation enhance lives and livelihoods, particularly of low-income and marginalised groups ",high
351,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,11,"Inclusive, integrated and long-term planning at local, municipal, sub-national and national scales, together with effective regulation and monitoring systems and financial and technological resources and capabilities foster urban and rural system transition ",high
352,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,14,"Globally, more financing is directed at physical infrastructure than natural and social infrastructure ",medium
353,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,15,"Ecosystem-based adaptation (e.g., urban agriculture and forestry, river restoration) has increasingly been applied in urban areas ",high
354,data/raw/IPCC_AR6_WGII_FullReport.pdf,35,16,"Combined ecosystem-based and structural adaptation responses are being developed, and there is growing evidence of their potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection ",medium
355,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,1,"Such adaptation challenges would occur much earlier under high rates of sea level rise, in particular if low-likelihood, high impact outcomes associated with collapsing ice sheets occur ",high
356,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,2,"Responses to ongoing sea level rise and land subsidence in low-lying coastal cities and settlements and small islands include protection, accommodation, advance and planned relocation ",high
357,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,3,"These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and development priorities, and underpinned by inclusive community engagement processes ",high
358,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,9,"Energy generation diversification, including with renewable energy resources and generation that can be decentralised depending on context (e.g., wind, solar, small scale hydroelectric) and demand side management (e.g., storage, and energy efficiency improvements) can reduce vulnerabilities to climate change, especially in rural populations ",high
359,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,10,"Adaptations for hydropower and thermo-electric power generation are effective in most regions up to 1.5°C to 2°C, with decreasing effectiveness at higher levels of warming ",medium
360,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,14,Heat Health Action Plans that include early warning and response systems are effective adaptation options for extreme heat ,high
361,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,17,"Effective adaptation options for reducing mental health risks under climate change include improving surveillance, access to mental health care, and monitoring of psychosocial impacts from extreme weather events ",high
362,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,20,"This improves the degree of choice under which migration decisions are made, ensuring safe and orderly movements of people within and between countries ",high
363,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,21,"Some development reduces underlying vulnerabilities associated with conflict, and adaptation contributes by reducing the impacts of climate change on climate sensitive drivers of conflict ",high
364,data/raw/IPCC_AR6_WGII_FullReport.pdf,36,22,"Risks to peace are reduced, for example, by supporting people in climate-sensitive economic activities (medium confidence) and advancing women’s empowerment ",high
365,data/raw/IPCC_AR6_WGII_FullReport.pdf,37,1,"For example, climate services that are inclusive of different users and providers can improve agricultural practices, inform better water use and efficiency, and enable resilient infrastructure planning ",high
